Sample,X(ms) [03.09.0265 13:31:19 935 UTC],CurrentSetpoint[mm],ScaledInput[mm],Output[%]
560,174546.938100,80,79.00390625,78.4238967895508
561,174859.460300,80,80.4976806640625,56.2314910888672
562,175171.946600,80,81.1631927490234,61.0044097900391
563,175484.450900,80,79.2498626708984,71.0967330932617
564,175796.972700,80,80.0853576660156,62.5021591186523
565,176102.830400,80,79.1341094970703,79.0904769897461
566,176415.336400,80,80.360237121582,58.5752296447754
567,176743.485100,80,81.0763931274414,37.8177909851074
568,177040.344500,80,79.1268768310547,69.7552871704102
569,177343.680700,80,80.2011032104492,60.8750190734863
570,177656.165700,80,78.9134826660156,91.515510559082
571,177968.688400,80,80.17578125,62.5701217651367
572,178281.174700,80,80.8521423339844,18.5350494384766
573,178593.697000,80,79.4343185424805,69.2821807861328
574,178906.201200,80,79.8104705810547,69.6161804199219
575,179218.685400,80,79.00390625,91.3757171630859
576,179531.209400,80,80.732780456543,55.2902297973633
577,179843.714100,80,81.4633865356445,43.9175300598145
578,180156.199100,80,79.4957962036133,71.6487731933594
579,180468.704200,80,80.4723663330078,18.5211296081543
580,180781.208900,80,79.7417526245117,77.1012191772461
581,181093.731200,80,80.830436706543,54.307689666748
582,181406.236300,80,81.5899887084961,25.2150993347168
583,181718.739300,80,79.8683471679688,66.2932891845703
584,182031.223900,80,80.3529968261719,39.5228691101074
585,182343.748700,80,79.8321762084961,65.506706237793
